station_origin,station_destination,flows,population,jobs,distance
Piccadilly Circus,Shepherd's Bush Market,0,1037,416,8947.247896209461
Piccadilly Circus,Sloane Square,4,1037,8229,3152.984908835997
Piccadilly Circus,Snaresbrook,0,1037,512,16689.830838493297
Piccadilly Circus,South Ealing,1,1037,670,14007.00729261049
Piccadilly Circus,South Harrow,0,1037,387,21615.035578479146
Piccadilly Circus,South Kensington,31,1037,15325,3442.2842939050797
Piccadilly Circus,South Kenton,0,1037,261,17078.58195516201
Piccadilly Circus,South Ruislip,0,1037,289,21389.369887011493
Piccadilly Circus,South Wimbledon,0,1037,1361,14069.975219084135
Piccadilly Circus,South Woodford,0,1037,766,18005.651574561318
Piccadilly Circus,Southfields,3,1037,1351,11000.144421371699
Piccadilly Circus,Southgate,2,1037,874,16246.985536093269
Piccadilly Circus,Southwark,5,1037,10326,2337.9945218127446
Piccadilly Circus,St. James's Park,1,1037,13339,2226.653143754325
Piccadilly Circus,St. John's Wood,8,1037,3982,4876.350844987086
Piccadilly Circus,St. Paul's,19,1037,13446,3033.7981854836285
Piccadilly Circus,Stamford Brook,0,1037,784,9051.761610900998
Piccadilly Circus,Stanmore,0,1037,983,20814.175538727173
Piccadilly Circus,Stepney Green,1,1037,1879,7418.992460506783
Piccadilly Circus,Stockwell,1,1037,1623,5640.948331643115
Piccadilly Circus,Stonebridge Park,0,1037,729,13076.581875626141
Piccadilly Circus,Stratford,18,1037,55954,11236.493734770565
Piccadilly Circus,Sudbury Hill,0,1037,277,20129.569919445006
Piccadilly Circus,Sudbury Town,1,1037,218,18512.51330415057
Piccadilly Circus,Swiss Cottage,2,1037,2598,5846.291137792099
Piccadilly Circus,Temple,1,1037,6780,1706.7332627685016
Piccadilly Circus,Theydon Bois,0,1037,98,29260.918487770596
Piccadilly Circus,Tooting Bec,0,1037,1239,10636.125956958385
Piccadilly Circus,Tooting Broadway,1,1037,4506,11711.087399303804
Piccadilly Circus,Tottenham Court Road,1,1037,19126,960.6317763329239
Piccadilly Circus,Tottenham Hale,5,1037,3239,11598.985491533973
Piccadilly Circus,Totteridge & Whetstone,0,1037,287,16439.59628718712
Piccadilly Circus,Tower Hill,15,1037,8286,4536.260223794552
Piccadilly Circus,Tufnell Park,0,1037,557,6075.911183794485
Piccadilly Circus,Turnham Green,2,1037,1515,9656.525855225862
Piccadilly Circus,Turnpike Lane,7,1037,992,10477.330919295071
Piccadilly Circus,Upminster,0,1037,1132,29647.375980198372
Piccadilly Circus,Upminster Bridge,0,1037,568,28336.593346416594
Piccadilly Circus,Upney,0,1037,485,18634.962827863554
Piccadilly Circus,Upton Park,3,1037,1642,13545.126592700633
Piccadilly Circus,Uxbridge,2,1037,4316,29279.38059132636
Piccadilly Circus,Vauxhall,4,1037,16242,4212.4322998183015
Piccadilly Circus,Victoria,24,1037,33251,1987.2258956072778
Piccadilly Circus,Walthamstow Central,6,1037,5271,14572.254966117463
Piccadilly Circus,Wanstead,0,1037,419,16699.130772385055
Piccadilly Circus,Warren Street,1,1037,17309,2113.5445208115466
Piccadilly Circus,Warwick Avenue,3,1037,1174,5493.518336193314
Piccadilly Circus,Waterloo,48,1037,23466,1681.567592296146
Piccadilly Circus,Watford,0,1037,961,32420.46264453676
Piccadilly Circus,Wembley Central,0,1037,1327,14794.680342594687
Piccadilly Circus,Wembley Park,7,1037,5759,13538.431926869996
Piccadilly Circus,West Acton,0,1037,488,12777.794196043407
Piccadilly Circus,West Brompton,2,1037,5859,5671.128178957351
Piccadilly Circus,West Finchley,0,1037,91,14016.020243540059
Piccadilly Circus,West Ham,2,1037,5487,11294.212455710163
Piccadilly Circus,West Hampstead,2,1037,5856,7027.792524090686
Piccadilly Circus,West Harrow,0,1037,122,19236.301439633422
Piccadilly Circus,West Kensington,1,1037,1345,6047.804281498873
Piccadilly Circus,West Ruislip,0,1037,194,24399.648809654205
Piccadilly Circus,Westbourne Park,1,1037,1347,6467.593155125733
Piccadilly Circus,Westminster,2,1037,15466,1665.9038038475974
Piccadilly Circus,White City,1,1037,5966,7828.595589073926
Piccadilly Circus,Whitechapel,0,1037,17633,6338.828277012262
Piccadilly Circus,Willesden Green,2,1037,830,9228.472061194541
Piccadilly Circus,Willesden Junction,3,1037,4165,10434.427407746487
Piccadilly Circus,Wimbledon,2,1037,6295,14015.706455943302
Piccadilly Circus,Wimbledon Park,3,1037,596,12359.794191354189
Piccadilly Circus,Wood Green,5,1037,2146,11408.156544698239
Piccadilly Circus,Wood Lane,0,1037,1578,8486.975692838272
Piccadilly Circus,Woodford,0,1037,706,19717.606490574348
Piccadilly Circus,Woodside Park,0,1037,745,14962.494590436343
Pimlico,Acton Town,2,3917,2202,12175.643320405985
Pimlico,Aldgate,5,3917,7782,7568.1647977246585
Pimlico,Aldgate East,16,3917,7932,7810.211985013402
Pimlico,Alperton,0,3917,741,17148.73126393683
Pimlico,Amersham,0,3917,256,43958.73396940876
Pimlico,Angel,35,3917,8103,7359.64847774235
Pimlico,Archway,6,3917,2193,9725.661656245476
Pimlico,Arnos Grove,1,3917,748,17497.068410359287
Pimlico,Arsenal,1,3917,315,9496.03670127716
Pimlico,Baker Street,43,3917,14973,5393.635112623107
Pimlico,Balham,15,3917,3814,6352.196166521662
Pimlico,Bank and Monument,107,3917,78549,6131.247557347009
Pimlico,Barbican,34,3917,9134,7615.365384971914
Pimlico,Barking,2,3917,7004,19702.385123121207
Pimlico,Barkingside,0,3917,262,25260.289409753335
Pimlico,Barons Court,8,3917,2956,6905.1122943846985
Pimlico,Bayswater,1,3917,615,7206.005577491059
Pimlico,Becontree,0,3917,456,22996.83750881839
Pimlico,Belsize Park,10,3917,2255,8721.436979927525
Pimlico,Bermondsey,4,3917,3172,7430.895666531458
Pimlico,Bethnal Green,9,3917,4660,9381.042243002681
Pimlico,Blackfriars,47,3917,10849,5038.332432734047
Pimlico,Blackhorse Road,9,3917,2955,16242.42268329398
Pimlico,Bond Street,34,3917,20967,3758.3902728660883
Pimlico,Borough,6,3917,3254,5857.662995371111
Pimlico,Boston Manor,2,3917,892,15687.379970359789
Pimlico,Bounds Green,1,3917,778,16142.825919983079
Pimlico,Bow Road,1,3917,1193,11507.914780480525
Pimlico,Brent Cross,1,3917,450,13800.255094521006
Pimlico,Brixton,62,3917,5084,3918.9215041187545
Pimlico,Bromley-by-Bow,2,3917,1613,12516.684689842392
Pimlico,Buckhurst Hill,0,3917,228,24485.933613503734
Pimlico,Burnt Oak,0,3917,649,18392.79786567186
Pimlico,Caledonian Road,8,3917,1803,8214.030122412261
Pimlico,Camden Town,28,3917,6348,6689.558893433194
Pimlico,Canada Water,9,3917,20443,8420.412587091749
Pimlico,Canary Wharf,193,3917,58772,11022.278863584364
Pimlico,Canning Town,15,3917,15428,13566.467468083123
Pimlico,Cannon Street,23,3917,4698,5946.775435008346
Pimlico,Canons Park,1,3917,526,22050.720423045994
Pimlico,Chalfont & Latimer,0,3917,554,40573.073822052414
Pimlico,Chalk Farm,4,3917,1329,7683.336040439877
Pimlico,Chancery Lane,63,3917,15391,5325.751035062336
Pimlico,Charing Cross,3,3917,7016,3832.0284512283024
Pimlico,Chesham,0,3917,243,46889.01021031115
Pimlico,Chiswick Park,5,3917,1517,10903.47407807798
Pimlico,Chorleywood,0,3917,702,37060.22053059467
Pimlico,Clapham Common,10,3917,2020,3927.243332970529
Pimlico,Clapham North,5,3917,1238,3284.485841592128
Pimlico,Clapham South,13,3917,1513,5179.561565705351
Pimlico,Cockfosters,0,3917,262,22685.84019748923
Pimlico,Colindale,4,3917,2081,17086.37581597816
Pimlico,Colliers Wood,3,3917,865,9682.742714264188
Pimlico,Covent Garden,15,3917,4355,4127.326751362763
Pimlico,Croxley,0,3917,340,33021.79848044109
Pimlico,Dagenham East,0,3917,649,25704.266074935018
Pimlico,Dagenham Heathway,0,3917,1108,24425.03828588548
Pimlico,Debden,0,3917,865,28373.525106546294
Pimlico,Dollis Hill,2,3917,847,13130.795803551959
Pimlico,Ealing Broadway,12,3917,4846,14767.563232497996
Pimlico,Ealing Common,0,3917,915,13202.266149543699
Pimlico,Earl's Court,9,3917,6613,5400.314229022606
Pimlico,East Acton,6,3917,1505,11203.42115263244
Pimlico,East Finchley,2,3917,1253,13064.88711067078
Pimlico,East Ham,2,3917,2062,17280.090196088113
Pimlico,East Putney,2,3917,1877,9665.831568209658
Pimlico,Eastcote,0,3917,364,25075.98261452584
Pimlico,Edgware,2,3917,772,19910.9275445355
Pimlico,Edgware Road,19,3917,6868,6428.475480087636
Pimlico,Elephant & Castle,13,3917,6427,5157.702451968689
Pimlico,Elm Park,0,3917,269,28000.054431318116
Pimlico,Embankment,12,3917,10220,3491.69763076953
Pimlico,Epping,0,3917,498,34321.11995209
Pimlico,Euston,135,3917,16800,5315.960083260208
Pimlico,Fairlop,0,3917,182,26429.019245765317
Pimlico,Farringdon,56,3917,25592,8037.328194569529
Pimlico,Finchley Central,5,3917,1921,15435.443655947442
Pimlico,Finchley Road,6,3917,3417,8928.272359937986
Pimlico,Finsbury Park,35,3917,6769,10268.789394505264
Pimlico,Fulham Broadway,13,3917,4200,6910.46529719449
Pimlico,Gants Hill,1,3917,601,21771.977867193185
Pimlico,Gloucester Road,11,3917,5194,4490.19301517352
Pimlico,Golders Green,4,3917,1871,12285.165991202048
Pimlico,Goldhawk Road,0,3917,370,8804.533715550473
Pimlico,Goodge Street,5,3917,6457,4992.208192840108
Pimlico,Grange Hill,0,3917,76,27080.32649656894
Pimlico,Green Park,217,3917,26754,2609.4779597054767
Pimlico,Greenford,2,3917,1157,18664.55415362836
Pimlico,Gunnersbury,6,3917,4775,11500.419094969991
Pimlico,Hainault,0,3917,356,27307.70281190874
Pimlico,Hammersmith,34,3917,18250,7798.944380305358
Pimlico,Hampstead,8,3917,2010,9899.440084020665
Pimlico,Hanger Lane,2,3917,1493,14838.233817642164
Pimlico,Harlesden,2,3917,1668,12999.274146634201
Pimlico,Harrow & Wealdstone,0,3917,1335,21667.02849855921
Pimlico,Harrow-on-the-Hill,2,3917,3019,20650.647109844118
Pimlico,Hatton Cross,1,3917,1219,24243.9306707285
Pimlico,Heathrow Terminal 4,1,3917,693,26120.263364367274
Pimlico,Heathrow Terminal 5,4,3917,975,29111.960092155994
Pimlico,Heathrow Terminals 2 & 3,7,3917,2406,26656.681616519665
Pimlico,Hendon Central,4,3917,1878,14933.862436995027
Pimlico,High Barnet,1,3917,953,21688.441148898648
Pimlico,High Street Kensington,13,3917,5427,5495.311801397168
Pimlico,Highbury & Islington,86,3917,25385,8761.182766668458
Pimlico,Highgate,4,3917,856,11315.86645246071
Pimlico,Hillingdon,0,3917,318,29791.199824518353
Pimlico,Holborn,66,3917,22346,4760.267322685595
Pimlico,Holland Park,10,3917,2063,7155.690799360913
Pimlico,Holloway Road,4,3917,1696,8829.32756539042
Pimlico,Hornchurch,0,3917,451,29544.381643007157
Pimlico,Hounslow Central,3,3917,708,19961.373317485293
Pimlico,Hounslow East,0,3917,843,19215.688934064372
Pimlico,Hounslow West,1,3917,401,21440.457009481663
Pimlico,Hyde Park Corner,3,3917,2410,3389.3672599722954
Pimlico,Ickenham,0,3917,282,28666.762629315457
Pimlico,Kennington,1,3917,1161,4531.3661855565615
Pimlico,Kensal Green,1,3917,472,11983.583401598387
Pimlico,Kensington,0,3917,2252,6947.005404998534
Pimlico,Kentish Town,10,3917,3404,7967.524536202206
Pimlico,Kenton,1,3917,768,19883.192234119757
Pimlico,Kew Gardens,1,3917,792,13280.700013917982
Pimlico,Kilburn,5,3917,1953,10699.628491921983
Pimlico,Kilburn Park,12,3917,823,9789.126789636708
Pimlico,King's Cross St. Pancras,218,3917,33330,6179.329757011786
Pimlico,Kingsbury,0,3917,1018,19111.4178454852
Pimlico,Knightsbridge,14,3917,6821,3973.320848272266
Pimlico,Ladbroke Grove,3,3917,2131,9929.747443123006
Pimlico,Lambeth North,0,3917,1319,4161.982169665093
Pimlico,Lancaster Gate,3,3917,1820,5660.428692394815
Pimlico,Latimer Road,1,3917,1109,10323.948168722562
Pimlico,Leicester Square,14,3917,8847,3761.795452280489
Pimlico,Leyton,2,3917,1447,15802.554437501869
Pimlico,Leytonstone,0,3917,1844,17466.397997793352
Pimlico,Liverpool Street,138,3917,61122,6972.750241096565
Pimlico,London Bridge,77,3917,29930,5343.069128109165
Pimlico,Loughton,0,3917,655,26321.408016631223
Pimlico,Maida Vale,10,3917,949,8937.345266709022
Pimlico,Manor House,2,3917,1311,11384.90302172567
Pimlico,Mansion House,46,3917,7815,5698.5967288574475
Pimlico,Marble Arch,12,3917,6145,4441.82650763437
Pimlico,Marylebone,46,3917,4250,5931.9334384172735
Pimlico,Mile End,6,3917,3759,10882.982614584535
Pimlico,Mill Hill East,0,3917,681,16957.646098498055
Pimlico,Moor Park,0,3917,550,30111.64783203456
Pimlico,Moorgate,55,3917,24574,6908.077018776803
Pimlico,Morden,7,3917,1447,12294.457160815904
Pimlico,Mornington Crescent,5,3917,2927,6099.3486806172805
Pimlico,Neasden,0,3917,732,13916.37881730674
Pimlico,Newbury Park,2,3917,559,24129.73498809718
Pimlico,North Acton,6,3917,3168,12383.940468974755
Pimlico,North Ealing,0,3917,332,14126.674603676734
Pimlico,North Greenwich,10,3917,6276,12852.062154613872
Pimlico,North Harrow,0,3917,190,22630.27583232606
Pimlico,North Wembley,0,3917,365,17560.477832749144
Pimlico,Northfields,1,3917,864,14756.527825115798
Pimlico,Northolt,0,3917,663,20483.020413975544
Pimlico,Northwick Park,2,3917,1713,19347.515252419442
Pimlico,Northwood,1,3917,1018,27893.348719626156
Pimlico,Northwood Hills,0,3917,488,26306.679834912957
Pimlico,Notting Hill Gate,14,3917,5490,6455.957336391312
Pimlico,Oakwood,0,3917,423,21341.861851088797
Pimlico,Old Street,65,3917,15897,7761.5967375217915
Pimlico,Osterley,1,3917,521,18248.19426162103
Pimlico,Oval,2,3917,2544,3616.208501218045
Pimlico,Oxford Circus,333,3917,44368,3620.044434962983
Pimlico,Paddington,61,3917,20198,7217.106756933404
Pimlico,Park Royal,4,3917,1552,15226.333054305154
Pimlico,Parsons Green,13,3917,2711,7612.803628622596
Pimlico,Perivale,0,3917,532,17068.11903244403
Pimlico,Piccadilly Circus,27,3917,13641,3387.1040465106744
Pimlico,Pinner,0,3917,292,24148.03124321691
Pimlico,Plaistow,1,3917,1049,14658.765726075748
Pimlico,Preston Road,1,3917,411,17614.381453197326
Pimlico,Putney Bridge,6,3917,2494,8607.265977939118
Pimlico,Queen's Park,8,3917,2167,10598.957740528818
Pimlico,Queensbury,1,3917,439,20357.413079848855
Pimlico,Queensway,5,3917,1882,6518.5783138564875
Pimlico,Ravenscourt Park,3,3917,1895,8639.047298559786
Pimlico,Rayners Lane,0,3917,426,23256.628236608412
Pimlico,Redbridge,0,3917,198,20314.23410556616
Pimlico,Regent's Park,20,3917,3364,4598.095062988065
Pimlico,Richmond,1,3917,5397,15448.863277997618
Pimlico,Rickmansworth,0,3917,937,33508.86729003088
Pimlico,Roding Valley,0,3917,84,23544.754400207177
Pimlico,Royal Oak,1,3917,856,8154.403269647008
Pimlico,Ruislip,0,3917,257,26881.1076469698
Pimlico,Ruislip Gardens,0,3917,167,23692.89666084186
Pimlico,Ruislip Manor,0,3917,408,26202.22166673118
Pimlico,Russell Square,18,3917,5172,5466.701637900493
Pimlico,Seven Sisters,29,3917,10191,13674.677784534075
Pimlico,Shepherd's Bush,17,3917,9890,7945.735543488308
Pimlico,Shepherd's Bush Market,0,3917,416,9243.823138037931
Pimlico,Sloane Square,16,3917,8229,2565.6371641321157
Pimlico,Snaresbrook,0,3917,512,19124.5486153003
Pimlico,South Ealing,0,3917,670,14303.58253443896
Pimlico,South Harrow,0,3917,387,21911.61082030762
Pimlico,South Kensington,37,3917,15325,3738.8595357335507
Pimlico,South Kenton,0,3917,261,18496.223002835995
Pimlico,South Ruislip,0,3917,289,22807.010934685473
Pimlico,South Wimbledon,4,3917,1361,10761.21085025801
Pimlico,South Woodford,0,3917,766,20440.36935136832
Pimlico,Southfields,0,3917,1351,11296.719663200169
Pimlico,Southgate,2,3917,874,19476.216996972606
Pimlico,Southwark,33,3917,10326,4244.720043006662
Pimlico,St. James's Park,4,3917,13339,2177.1837472224447
Pimlico,St. John's Wood,13,3917,3982,7532.565205551562
Pimlico,St. Paul's,57,3917,13446,6420.902231994302
Pimlico,Stamford Brook,4,3917,784,9348.336852729468
Pimlico,Stanmore,1,3917,983,23470.38989929165
Pimlico,Stepney Green,1,3917,1879,9853.710237313786
Pimlico,Stockwell,13,3917,1623,2332.183962816989
Pimlico,Stonebridge Park,1,3917,729,14494.222923300125
Pimlico,Stratford,29,3917,55954,13671.211511577567
Pimlico,Sudbury Hill,1,3917,277,20426.145161273478
Pimlico,Sudbury Town,0,3917,218,18809.08854597904
Pimlico,Swiss Cottage,10,3917,2598,8502.505498356575
Pimlico,Temple,27,3917,6780,4286.291633330792
Pimlico,Theydon Bois,0,3917,98,31695.6362645776
Pimlico,Tooting Bec,7,3917,1239,7327.36158813226
Pimlico,Tooting Broadway,17,3917,4506,8402.323030477679
Pimlico,Tottenham Court Road,27,3917,19126,4347.735822843598
Pimlico,Tottenham Hale,31,3917,3239,14828.216952413313
Pimlico,Totteridge & Whetstone,0,3917,287,19095.810647751594
Pimlico,Tower Hill,35,3917,8286,6970.978000601554
Pimlico,Tufnell Park,4,3917,557,8732.125544358962
Pimlico,Turnham Green,3,3917,1515,9953.101097054332
Pimlico,Turnpike Lane,5,3917,992,13706.562380174411
Pimlico,Upminster,0,3917,1132,32082.093757005376
Pimlico,Upminster Bridge,0,3917,568,30771.311123223597
Pimlico,Upney,0,3917,485,21069.680604670557
Pimlico,Upton Park,0,3917,1642,15979.844369507637
Pimlico,Uxbridge,7,3917,4316,31935.594951890835
Pimlico,Vauxhall,126,3917,16242,825.3282533076276
Pimlico,Victoria,100,3917,33251,1399.8781509033963
Pimlico,Walthamstow Central,12,3917,5271,17354.909294244222
Pimlico,Wanstead,0,3917,419,19133.84854919206
Pimlico,Warren Street,134,3917,17309,4769.758881376023
Pimlico,Warwick Avenue,5,3917,1174,8149.732696757791
Pimlico,Waterloo,18,3917,23466,3588.293113490063
Pimlico,Watford,0,3917,961,35076.677005101235
Pimlico,Wembley Central,1,3917,1327,16212.321390268671
Pimlico,Wembley Park,10,3917,5759,16194.646287434472
Pimlico,West Acton,4,3917,488,14195.43524371739
Pimlico,West Brompton,7,3917,5859,5967.703420785821
Pimlico,West Finchley,0,3917,91,16672.234604104535
Pimlico,West Ham,1,3917,5487,13728.930232517167
Pimlico,West Hampstead,6,3917,5856,9684.006884655162
Pimlico,West Harrow,0,3917,122,21892.515800197896
Pimlico,West Kensington,5,3917,1345,6344.379523327343
Pimlico,West Ruislip,0,3917,194,25817.289857328185
Pimlico,Westbourne Park,2,3917,1347,9123.807515690209
Pimlico,Westminster,12,3917,15466,2737.9330871291722
Pimlico,White City,23,3917,5966,9246.236636747908
Pimlico,Whitechapel,5,3917,17633,8773.546053819266
Pimlico,Willesden Green,3,3917,830,11884.686421759016
Pimlico,Willesden Junction,2,3917,4165,11852.068455420469
Pimlico,Wimbledon,0,3917,6295,14312.281697771772
Pimlico,Wimbledon Park,1,3917,596,12656.36943318266
Pimlico,Wood Green,7,3917,2146,14637.388005577577
Pimlico,Woodford,0,3917,706,22152.32426738135
Pimlico,Woodside Park,2,3917,745,17618.70895100082
Pinner,Acton Town,1,2875,2202,17644.889466174212
Pinner,Aldgate,78,2875,7782,25423.022751999135
Pinner,Aldgate East,2,2875,7932,25666.80463666977
Pinner,Alperton,1,2875,741,12671.801522643373
Pinner,Amersham,13,2875,256,19810.702726191852
Pinner,Angel,5,2875,8103,22420.97319458536
Pinner,Archway,0,2875,2193,26513.725720591643
Pinner,Baker Street,98,2875,14973,18754.396130593806
Pinner,Balham,1,2875,3814,30500.22740973857
Pinner,Bank and Monument,31,2875,78549,24709.51052163752
Pinner,Barbican,56,2875,9134,23559.562855154156
Pinner,Barking,0,2875,7004,36767.82991916351
Pinner,Barons Court,1,2875,2956,22915.420492195502
Pinner,Bermondsey,1,2875,3172,27015.987027989977
Pinner,Bethnal Green,5,2875,4660,27109.230671857717
Pinner,Blackfriars,7,2875,10849,23950.59094482419
Pinner,Blackhorse Road,0,2875,2955,26300.278564231146
Pinner,Bond Street,50,2875,20967,20498.6743613016
Pinner,Borough,1,2875,3254,25442.754356829628
Pinner,Brixton,4,2875,5084,28066.952747335665
Pinner,Bromley-by-Bow,1,2875,1613,30373.277341498757
Pinner,Caledonian Road,1,2875,1803,23275.354839255273
Pinner,Camden Town,2,2875,6348,23477.62295777936
Pinner,Canada Water,6,2875,20443,28005.503948550268
Pinner,Canary Wharf,175,2875,58772,30096.93294943166
Pinner,Canning Town,4,2875,15428,32144.73043237364
Pinner,Cannon Street,8,2875,4698,24859.03394709849
Pinner,Canons Park,4,2875,526,13809.459091393957
Pinner,Chalfont & Latimer,32,2875,554,16425.04257883551
Pinner,Chancery Lane,7,2875,15391,22764.834483824758
Pinner,Charing Cross,18,2875,7016,22063.6253224009
Pinner,Chesham,23,2875,243,22740.978967094245
Pinner,Chorleywood,94,2875,702,12912.189287377763
Pinner,Clapham Common,0,2875,2020,28075.27457618744
Pinner,Clapham South,1,2875,1513,29327.59280892226
Pinner,Covent Garden,5,2875,4355,22232.039587504525
Pinner,Croxley,31,2875,340,8873.767237224178
Pinner,Dollis Hill,7,2875,847,11092.133907733005
Pinner,Earl's Court,1,2875,6613,24420.218557557593
Pinner,East Acton,0,2875,1505,22792.479977896368
Pinner,East Ham,0,2875,2062,34724.8598334483
Pinner,Eastcote,0,2875,364,7922.719638054518
Pinner,Edgware Road,10,2875,6868,19789.236498058337
Pinner,Elephant & Castle,7,2875,6427,24742.793813427208
Pinner,Embankment,10,2875,10220,22403.956142859675
Pinner,Euston Square,64,2875,8093,20201.17579415944
Pinner,Farringdon,184,2875,25592,23098.65291141254
Pinner,Finchley Road,68,2875,3417,15219.758883278926
Pinner,Finsbury Park,5,2875,6769,24153.600752613103
Pinner,Fulham Broadway,1,2875,4200,25930.369625729476
Pinner,Gloucester Road,3,2875,5194,24954.544970051287
Pinner,Goldhawk Road,0,2875,370,23027.177741519958
Pinner,Great Portland Street,65,2875,6936,19581.215575899943
Pinner,Green Park,39,2875,26754,21538.553283511435
Pinner,Hammersmith,2,2875,18250,22021.58840627484
Pinner,Harrow-on-the-Hill,89,2875,3019,3497.3841333727923
Pinner,High Street Kensington,6,2875,5427,24187.382601753925
Pinner,Highbury & Islington,4,2875,25385,22096.25679217244
Pinner,Hillingdon,0,2875,318,12637.936848047031
Pinner,Holborn,29,2875,22346,22199.350771448015
Pinner,Holland Park,3,2875,2063,23580.134295322416
Pinner,Holloway Road,1,2875,1696,23890.65228223343
Pinner,Hyde Park Corner,3,2875,2410,22318.442583778255
Pinner,Ickenham,0,2875,282,11513.499652844135
Pinner,Kensal Green,0,2875,472,20114.37084947592
Pinner,Kentish Town,0,2875,3404,24755.588600548374
Pinner,Kilburn,5,2875,1953,13523.30121936298
Pinner,Kilburn Park,1,2875,823,22308.8274614376
Pinner,King's Cross St. Pancras,67,2875,33330,21240.654473854796
Pinner,Kingsbury,22,2875,1018,10870.156513833166
Pinner,Knightsbridge,6,2875,6821,22902.396172078224
Pinner,Ladbroke Grove,4,2875,2131,23290.508461093712
Pinner,Lambeth North,2,2875,1319,23747.073531123613
Pinner,Lancaster Gate,1,2875,1820,22400.712780830327
Pinner,Latimer Road,2,2875,1109,23950.088995933285
Pinner,Leicester Square,4,2875,8847,21866.50828842225
Pinner,Leytonstone,0,2875,1844,33295.37684096209
Pinner,Liverpool Street,122,2875,61122,24700.9386699516
Pinner,London Bridge,74,2875,29930,24928.160489567683
Pinner,Manor House,0,2875,1311,25269.71437983351
Pinner,Mansion House,11,2875,7815,24610.855240947592
Pinner,Marble Arch,3,2875,6145,21182.11059606988
Pinner,Marylebone,3,2875,4250,19292.694456387973
Pinner,Mile End,2,2875,3759,28739.5752662409
Pinner,Moor Park,63,2875,550,5963.616588817649
Pinner,Moorgate,110,2875,24574,24266.85122134927
Pinner,Morden,1,2875,1447,36442.48840403282
Pinner,Neasden,2,2875,732,10306.550893978223
Pinner,North Greenwich,8,2875,6276,31926.716240461166
Pinner,North Harrow,8,2875,190,1517.7554108908482
Pinner,Northwick Park,21,2875,1713,4800.5159907974685
Pinner,Northwood,119,2875,1018,3745.3174764092464
Pinner,Northwood Hills,18,2875,488,2158.6485916960487
Pinner,Notting Hill Gate,1,2875,5490,23226.737066759782
Pinner,Old Street,11,2875,15897,23941.62795487472
Pinner,Oval,1,2875,2544,25848.740675894496
Pinner,Oxford Circus,37,2875,44368,20527.98680825393
Pinner,Paddington,40,2875,20198,20577.867774904105
Pinner,Piccadilly Circus,25,2875,13641,21491.816882652434
Pinner,Pimlico,7,2875,5585,24148.031243216912
Pinner,Preston Road,6,2875,411,6533.649790019586
Pinner,Queen's Park,0,2875,2167,21498.996510545487
Pinner,Queensbury,3,2875,439,12116.15174819682
Pinner,Queensway,1,2875,1882,23258.862402292
Pinner,Rayners Lane,0,2875,426,6103.365260137089
Pinner,Richmond,0,2875,5397,25363.193870469153
Pinner,Rickmansworth,101,2875,937,9360.83604681397
Pinner,Royal Oak,2,2875,856,21515.16428761771
Pinner,Ruislip,0,2875,257,9727.844670498476
Pinner,Ruislip Manor,0,2875,408,9048.958690259858
Pinner,Russell Square,3,2875,5172,22111.155178597422
Pinner,Seven Sisters,2,2875,10191,27559.489142641913
Pinner,Shepherd's Bush,1,2875,9890,22668.454874037263
Pinner,Shepherd's Bush Market,0,2875,416,23466.467164007416
Pinner,Sloane Square,3,2875,8229,23913.912105542233
Pinner,Snaresbrook,0,2875,512,34953.52745846904
Pinner,South Kensington,8,2875,15325,24203.211490611317
Pinner,Southwark,52,2875,10326,23829.81140446518
Pinner,St. James's Park,13,2875,13339,23523.082818024257
Pinner,St. John's Wood,21,2875,3982,16835.051920309314
Pinner,St. Paul's,21,2875,13446,23859.985680756723
Pinner,Stanmore,0,2875,983,15229.128567639615
Pinner,Stepney Green,1,2875,1879,27710.302888970153
Pinner,Stockwell,0,2875,1623,26480.2152060339
Pinner,Stratford,16,2875,55954,29500.1903547463
Pinner,Swiss Cottage,6,2875,2598,15865.111627504302
Pinner,Temple,7,2875,6780,23198.550145420937
Pinner,Tooting Broadway,5,2875,4506,32550.35427369459
Pinner,Tottenham Court Road,11,2875,19126,21402.28911388758
Pinner,Tottenham Hale,0,2875,3239,27714.484295111815
Pinner,Tower Hill,6,2875,8286,25549.240964892066
Pinner,Turnpike Lane,1,2875,992,27591.37373828225
Pinner,Upton Park,0,2875,1642,33424.61400686783
Pinner,Uxbridge,8,2875,4316,14782.331975419513
Pinner,Vauxhall,16,2875,16242,24973.35949652454
Pinner,Victoria,61,2875,33251,22748.153092313514
Pinner,Walthamstow Central,0,2875,5271,27859.34230793397
Pinner,Warren Street,0,2875,17309,21677.70125466697
Pinner,Warwick Avenue,1,2875,1174,21510.49371472849
Pinner,Waterloo,35,2875,23466,23173.384474948583
Pinner,Watford,147,2875,961,10928.645761884323
Pinner,Wembley Park,61,2875,5759,7953.384955782439
Pinner,West Brompton,1,2875,5859,24987.607749320807
Pinner,West Ham,0,2875,5487,31173.699869877357
Pinner,West Hampstead,12,2875,5856,14538.922826629801
Pinner,West Harrow,0,2875,122,4739.252823726572
Pinner,Westbourne Park,1,2875,1347,22484.568533660913
Pinner,Westminster,54,2875,15466,22962.33347811753
Pinner,White City,0,2875,5966,23968.955967296864
Pinner,Whitechapel,5,2875,17633,26630.138705475634
Pinner,Willesden Green,8,2875,830,12338.243289525948
Pinner,Willesden Junction,0,2875,4165,18762.121962105102
