station_origin,station_destination,flows,population,jobs,distance
Barking,Acton Town,4,8200,2202,29078.272141720394
Barking,Aldgate,0,8200,7782,13328.593919642757
Barking,Aldgate East,70,8200,7932,11892.173138107806
Barking,Alperton,1,8200,741,34051.36008525123
Barking,Amersham,0,8200,256,56578.53264535535
Barking,Angel,32,8200,8103,15666.301032462656
Barking,Archway,0,8200,2193,21591.394547659624
Barking,Arnos Grove,1,8200,748,23669.4636595751
Barking,Arsenal,3,8200,315,17213.93733694918
Barking,Baker Street,41,8200,14973,18804.581644183767
Barking,Balham,5,8200,3814,22852.362772053566
Barking,Bank and Monument,75,8200,78549,13571.137565774197
Barking,Barbican,112,8200,9134,13999.41491962342
Barking,Barkingside,0,8200,262,19236.042303910865
Barking,Barons Court,6,8200,2956,23807.741115699107
Barking,Bayswater,0,8200,615,22455.561057418596
Barking,Becontree,106,8200,456,3294.452385697184
Barking,Belsize Park,1,8200,2255,20587.16987134167
Barking,Bermondsey,11,8200,3172,14117.509885625048
Barking,Bethnal Green,89,8200,4660,10811.824311026137
Barking,Blackfriars,104,8200,10849,14808.893284142447
Barking,Blackhorse Road,331,8200,2955,10467.551354932359
Barking,Bond Street,40,8200,20967,18307.00184444842
Barking,Borough,3,8200,3254,14972.459804181732
Barking,Boston Manor,2,8200,892,32590.008791674194
Barking,Bounds Green,1,8200,778,22315.221169198892
Barking,Bow Road,85,8200,1193,8194.470342640683
Barking,Brent Cross,1,8200,450,25665.987985935153
Barking,Brixton,15,8200,5084,20419.08810965066
Barking,Bromley-by-Bow,117,8200,1613,7185.7004332788165
Barking,Brondesbury,1,8200,712,23078.138327913763
Barking,Brondesbury Park,2,8200,895,23820.326999755984
Barking,Bruce Grove,0,8200,350,14367.566301873389
Barking,Buckhurst Hill,2,8200,228,18461.686507661267
Barking,Burnt Oak,1,8200,649,30258.530757086006
Barking,Bush Hill Park,0,8200,176,19891.371667125833
Barking,Caledonian Road,4,8200,1803,18353.023666323254
Barking,Caledonian Road & Barnsbury,1,8200,1668,15864.49799334725
Barking,Camden Road,11,8200,3784,17629.076283834744
Barking,Camden Town,10,8200,6348,18555.29178484734
Barking,Canada Water,16,8200,20443,13127.992965064757
Barking,Canary Wharf,36,8200,58772,10526.126688572142
Barking,Canning Town,31,8200,15428,7668.535636237396
Barking,Cannon Street,49,8200,4698,13900.450281868149
Barking,Canons Park,0,8200,526,34670.51909899258
Barking,Carpenders Park,0,8200,340,41046.23764645693
Barking,Chalk Farm,3,8200,1329,19549.068931854024
Barking,Chancery Lane,91,8200,15391,15515.813603586961
Barking,Charing Cross,2,8200,7016,16695.858906565736
Barking,Cheshunt,0,8200,116,27531.240183843904
Barking,Chigwell,2,8200,148,19709.166660104816
Barking,Chingford,2,8200,237,18833.331674978595
Barking,Chiswick Park,4,8200,1517,27806.10289939239
Barking,Clapham Common,5,8200,2020,20427.409938502435
Barking,Clapham North,3,8200,1238,19784.652447124034
Barking,Clapham South,2,8200,1513,21679.728171237257
Barking,Clapton,2,8200,427,15042.242710518389
Barking,Cockfosters,0,8200,262,28858.235446705043
Barking,Colindale,8,8200,2081,28952.108707392308
Barking,Colliers Wood,2,8200,865,26182.90931979609
Barking,Covent Garden,3,8200,4355,16714.237887286534
Barking,Crouch Hill,85,8200,404,16124.03417147372
Barking,Croxley,0,8200,340,45641.59715638768
Barking,Dagenham East,174,8200,649,6001.88095181381
Barking,Dagenham Heathway,250,8200,1108,4722.653162764273
Barking,Dalston Kingsland,0,8200,2091,12888.609859255683
Barking,Debden,3,8200,865,22349.278000703827
Barking,Dollis Hill,1,8200,847,25675.6960114305
Barking,Ealing Broadway,27,8200,4846,31183.527567623307
Barking,Ealing Common,1,8200,915,30104.894970858106
Barking,Earl's Court,26,8200,6613,22302.943050337017
Barking,East Acton,5,8200,1505,26574.611309717737
Barking,East Finchley,2,8200,1253,24930.620002084925
Barking,East Ham,206,8200,2062,2422.2949270330946
Barking,East Putney,8,8200,1877,26568.460389524065
Barking,Eastcote,0,8200,364,37695.781290472434
Barking,Edgware,1,8200,772,31776.66043594965
Barking,Edgware Road,29,8200,6868,19839.422011648297
Barking,Edmonton Green,1,8200,783,17979.366224580837
Barking,Elephant & Castle,21,8200,6427,15793.599956384483
Barking,Elm Park,52,8200,269,8297.669308196908
Barking,Embankment,89,8200,10220,16355.528086106962
Barking,Enfield Town,2,8200,749,21298.23768990449
Barking,Epping,2,8200,498,28296.872846247534
Barking,Euston,14,8200,16800,17181.692974674355
Barking,Euston Square,110,8200,8093,17357.801980618133
Barking,Fairlop,0,8200,182,20404.772139922847
Barking,Farringdon,216,8200,25592,14460.324863365033
Barking,Finchley Central,4,8200,1921,27301.17654736159
Barking,Finchley Road,1,8200,3417,22339.218891498647
Barking,Finchley Road & Frognal,4,8200,1529,21598.249562923014
Barking,Finsbury Park,0,8200,6769,16441.184643721077
Barking,Fulham Broadway,13,8200,4200,23813.0941185089
Barking,Gants Hill,1,8200,601,15747.730761350715
Barking,Gloucester Road,25,8200,5194,21392.821836487932
Barking,Golders Green,3,8200,1871,24150.898882616195
Barking,Goldhawk Road,1,8200,370,25519.688962695334
Barking,Goodge Street,8,8200,6457,17522.831343520647
Barking,Gospel Oak,50,8200,2025,19239.155814405196
Barking,Grange Hill,0,8200,76,21056.079390726474
Barking,Great Portland Street,68,8200,6936,17977.76219887763
Barking,Green Park,11,8200,26754,18045.2934331194
Barking,Greenford,3,8200,1157,34035.74431071366
Barking,Gunnersbury,14,8200,4775,28403.047916284402
Barking,Hackney Central,0,8200,2440,11598.853615257754
Barking,Hackney Downs,0,8200,835,13549.12559703268
Barking,Hainault,1,8200,356,21283.45570606627
Barking,Hammersmith,37,8200,18250,24701.57320161977
Barking,Hampstead,1,8200,2010,21765.172975434813
Barking,Hampstead Heath,14,8200,2792,20177.716415375406
Barking,Hanger Lane,3,8200,1493,30209.423974727462
Barking,Harlesden,1,8200,1668,26938.076936074987
Barking,Harringay Green Lanes,155,8200,544,14617.456371527196
Barking,Harrow & Wealdstone,1,8200,1335,35605.831288
Barking,Harrow-on-the-Hill,2,8200,3019,33270.44578579071
Barking,Hatton Cross,1,8200,1219,41146.5594920429
Barking,Heathrow Terminal 4,0,8200,693,43022.892185681674
Barking,Heathrow Terminal 5,1,8200,975,46014.58891347039
Barking,Heathrow Terminals 2 & 3,3,8200,2406,43559.310437834065
Barking,Hendon Central,13,8200,1878,26799.595328409174
Barking,High Barnet,2,8200,953,33554.17404031279
Barking,High Street Kensington,15,8200,5427,22397.94062271158
Barking,Highams Park,3,8200,390,15973.450407588305
Barking,Highbury & Islington,0,8200,25385,15050.89796830896
Barking,Highgate,0,8200,856,23181.599343874856
Barking,Holborn,97,8200,22346,16081.297315963702
Barking,Holland Park,6,8200,2063,22405.24627928845
Barking,Holloway Road,9,8200,1696,17880.64647283592
Barking,Homerton,0,8200,1998,10563.238068145552
Barking,Hornchurch,76,8200,451,9841.99651988595
Barking,Hounslow Central,2,8200,708,36864.0021387997
Barking,Hounslow East,3,8200,843,36118.317755378775
Barking,Hounslow West,1,8200,401,38343.085830796066
Barking,Hyde Park Corner,6,8200,2410,18825.18273338622
Barking,Imperial Wharf,0,8200,2049,24447.526535885114
Barking,Kennington,3,8200,1161,16633.168345609323
Barking,Kensal Green,0,8200,472,24438.62235749044
Barking,Kensal Rise,2,8200,1376,24822.86243332685
Barking,Kensington,0,8200,2252,23849.634226312945
Barking,Kentish Town,1,8200,3404,19833.257427616354
Barking,Kentish Town West,0,8200,1128,18527.321228434022
Barking,Kew Gardens,1,8200,792,30183.328835232394
Barking,Kilburn,1,8200,1953,23244.528699800525
Barking,Kilburn Park,2,8200,823,23200.073321197367
Barking,King's Cross St. Pancras,146,8200,33330,16318.323300922777
Barking,Kingsbury,0,8200,1018,31731.216521431794
Barking,Knightsbridge,26,8200,6821,19409.13632168619
Barking,Ladbroke Grove,7,8200,2131,23340.693974683672
Barking,Lambeth North,2,8200,1319,16687.78106580617
Barking,Lancaster Gate,9,8200,1820,20209.040263977146
Barking,Latimer Road,2,8200,1109,24000.274509523246
Barking,Leicester Square,13,8200,8847,17079.76918636881
Barking,Leyton,9,8200,1447,9778.3073316594
Barking,Leyton Midland Road,183,8200,445,7262.830268977111
Barking,Leytonstone,6,8200,1844,11442.150891950883
Barking,Leytonstone High Road,80,8200,314,6048.733262068459
Barking,Liverpool Street,197,8200,61122,12858.039104825977
Barking,London Bridge,24,8200,29930,14457.865936919787
Barking,Loughton,4,8200,655,20297.160910788756
Barking,Maida Vale,2,8200,949,22348.29179826968
Barking,Manor House,0,8200,1311,17557.298270941483
Barking,Mansion House,50,8200,7815,14148.628988019047
Barking,Marble Arch,42,8200,6145,18990.4380792167
Barking,Marylebone,9,8200,4250,19342.879969977934
Barking,Mile End,87,8200,3759,8819.402508536674
Barking,Mill Hill East,1,8200,681,28823.378989912202
Barking,Moorgate,86,8200,24574,13292.126553428308
Barking,Morden,3,8200,1447,28794.623766347806
Barking,Mornington Crescent,4,8200,2927,17965.081572031428
Barking,Neasden,0,8200,732,26461.279025185282
Barking,Newbury Park,0,8200,559,18105.48788225471
Barking,North Acton,14,8200,3168,27755.130626060054
Barking,North Greenwich,21,8200,6276,9468.478414329631
Barking,North Harrow,0,8200,190,35250.07450827266
Barking,North Wembley,0,8200,365,31499.280622189926
Barking,Northfields,0,8200,864,31659.156646430205
Barking,Northolt,1,8200,663,35854.210571060845
Barking,Northwick Park,3,8200,1713,31967.313928366035
Barking,Northwood,0,8200,1018,40513.147395572756
Barking,Northwood Hills,0,8200,488,38926.47851085956
Barking,Notting Hill Gate,18,8200,5490,21705.51281631885
Barking,Oakwood,1,8200,423,27514.25710030461
Barking,Old Street,43,8200,15897,14145.646272173297
Barking,Osterley,1,8200,521,35150.823082935436
Barking,Oval,9,8200,2544,17548.32602994784
Barking,Oxford Circus,110,8200,44368,17752.661279157786
Barking,Paddington,59,8200,20198,20628.053288494066
Barking,Park Royal,1,8200,1552,32128.96187561956
Barking,Parsons Green,7,8200,2711,24515.432449937005
Barking,Perivale,2,8200,532,32439.30918952933
Barking,Piccadilly Circus,23,8200,13641,17267.667346314203
Barking,Pimlico,6,8200,5585,19702.385123121207
Barking,Pinner,0,8200,292,36767.82991916351
Barking,Plaistow,123,8200,1049,5043.619397045461
Barking,Preston Road,0,8200,411,30234.18012914392
Barking,Putney Bridge,10,8200,2494,25509.894799253525
Barking,Queen's Park,1,8200,2167,23053.996696420872
Barking,Queensbury,0,8200,439,32977.21175579545
Barking,Queensway,18,8200,1882,21067.18988543882
Barking,Ravenscourt Park,2,8200,1895,25541.676119874195
Barking,Rayners Lane,0,8200,426,35876.426912555005
Barking,Rectory Road,0,8200,219,14750.147974527516
Barking,Redbridge,1,8200,198,14289.986999723691
Barking,Regent's Park,2,8200,3364,18730.711907182867
Barking,Richmond,26,8200,5397,32351.49209931203
Barking,Roding Valley,1,8200,84,17520.50729436471
Barking,Royal Oak,2,8200,856,21565.34980120767
Barking,Russell Square,13,8200,5172,16787.731631178598
Barking,Seven Sisters,0,8200,10191,13035.296253692264
Barking,Shepherd's Bush,25,8200,9890,23316.925700573604
Barking,Shepherd's Bush Market,2,8200,416,25080.399540207876
Barking,Silver Street,3,8200,953,16780.911548695753
Barking,Sloane Square,59,8200,8229,19468.265985446527
Barking,Snaresbrook,2,8200,512,13100.301509457831
Barking,South Acton,0,8200,975,29419.887295872213
Barking,South Ealing,1,8200,670,31206.211355753367
Barking,South Kensington,61,8200,15325,20641.48835704796
Barking,South Ruislip,0,8200,289,38178.201091770774
Barking,South Tottenham,207,8200,552,12758.691275698086
Barking,South Wimbledon,0,8200,1361,27261.377455789912
Barking,South Woodford,7,8200,766,14416.122245525852
Barking,Southbury,1,8200,538,20949.915678745372
Barking,Southfields,2,8200,1351,28199.348484514576
Barking,Southgate,2,8200,874,25648.61224618842
Barking,Southwark,13,8200,10326,15556.215022022288
Barking,St. James's Park,103,8200,13339,17525.20137589876
Barking,St. John's Wood,3,8200,3982,20943.51173711222
Barking,St. Paul's,61,8200,13446,14420.662406654994
Barking,Stamford Brook,2,8200,784,26250.965674043877
Barking,Stamford Hill,0,8200,352,14160.37965835817
Barking,Stanmore,1,8200,983,36090.188575238244
Barking,Stepney Green,59,8200,1879,9848.674885807422
Barking,Stockwell,2,8200,1623,18832.350568348895
Barking,Stoke Newington,0,8200,479,15371.849741630767
Barking,Stonebridge Park,1,8200,729,28433.02571274091
Barking,Stratford,89,8200,55954,7646.964405735099
Barking,Swiss Cottage,2,8200,2598,21913.452029917233
Barking,Temple,61,8200,6780,15560.9340835457
Barking,Theobalds Grove,0,8200,182,25991.334555844198
Barking,Theydon Bois,0,8200,98,25671.38915873513
Barking,Tooting Bec,3,8200,1239,23827.528193664162
Barking,Tooting Broadway,7,8200,4506,24902.48963600958
Barking,Tottenham Court Road,96,8200,19126,16878.358973524137
Barking,Tottenham Hale,0,8200,3239,11881.757085813026
Barking,Totteridge & Whetstone,3,8200,287,30961.54353916574
Barking,Tower Hill,13,8200,8286,12731.407122519653
Barking,Tufnell Park,0,8200,557,20597.85843577311
Barking,Turkey Street,0,8200,458,23651.492404781788
Barking,Turnham Green,3,8200,1515,26855.729918368743
Barking,Turnpike Lane,1,8200,992,19878.957629390225
Barking,Upminster,14,8200,1132,12379.70863388417
Barking,Upminster Bridge,70,8200,568,11068.92600010239
Barking,Upney,116,8200,485,1367.2954815493517
Barking,Upper Holloway,155,8200,898,17338.930512041723
Barking,Upton Park,218,8200,1642,3722.5407536135717
Barking,Uxbridge,3,8200,4316,44555.393627837424
Barking,Vauxhall,29,8200,16242,20339.206277858255
Barking,Victoria,54,8200,33251,18302.50697221781
Barking,Walthamstow Queens Road,614,8200,1267,9044.814320228787
Barking,Wanstead,1,8200,419,13109.60144334959
Barking,Wanstead Park,82,8200,416,4129.42845479138
Barking,Warren Street,5,8200,17309,17727.89417655854
Barking,Warwick Avenue,2,8200,1174,21560.67922831845
Barking,Waterloo,48,8200,23466,16114.092009631142
Barking,Watford,0,8200,961,47696.47568104783
Barking,Watford High Street,0,8200,790,44323.46637621783
Barking,Wembley Central,1,8200,1327,30151.124179709455
Barking,Wembley Park,8,8200,5759,28814.444963381065
Barking,West Acton,1,8200,488,29566.625400802688
Barking,West Brompton,29,8200,5859,22870.33224210023
Barking,West Finchley,0,8200,91,28537.967495518682
Barking,West Ham,75,8200,5487,5973.454890604042
Barking,West Hampstead,6,8200,5856,22228.907092533704
Barking,West Harrow,0,8200,122,34512.31447614449
Barking,West Kensington,7,8200,1345,23247.008344641756
Barking,West Ruislip,0,8200,194,41188.48001441349
Barking,Westbourne Park,8,8200,1347,22534.754047250874
Barking,Westminster,71,8200,15466,16964.45203599203
Barking,White City,21,8200,5966,24617.426793833205
Barking,White Hart Lane,0,8200,641,15580.990189402195
Barking,Whitechapel,526,8200,17633,10928.839069301943
Barking,Willesden Green,0,8200,830,24429.586629637557
Barking,Willesden Junction,5,8200,4165,25790.871244861257
Barking,Wimbledon,26,8200,6295,31214.910519086177
Barking,Wimbledon Park,1,8200,596,29558.998254497066
Barking,Wood Green,3,8200,2146,20809.78325479339
Barking,Wood Lane,5,8200,1578,24554.136584963413
Barking,Wood Street,2,8200,404,13394.310999159827
Barking,Woodford,4,8200,706,16128.077161538884
Barking,Woodgrange Park,39,8200,242,2808.655162001238
Barking,Woodside Park,3,8200,745,29484.441842414966
Barkingside,Acton Town,0,1301,2202,34636.176428352526
Barkingside,Aldgate,5,1301,7782,18903.270701138626
Barkingside,Aldgate East,8,1301,7932,17466.849919603676
Barkingside,Angel,8,1301,8103,21095.80109629345
Barkingside,Archway,2,1301,2193,26847.935717143147
Barkingside,Baker Street,8,1301,14973,24061.122813667287
Barkingside,Balham,1,1301,3814,28410.2670586857
Barkingside,Bank and Monument,76,1301,78549,19129.041852406328
Barkingside,Barbican,9,1301,9134,19428.914983454215
Barkingside,Barking,1,1301,7004,19236.042303910865
Barkingside,Barons Court,1,1301,2956,29365.64540233124
Barkingside,Bermondsey,4,1301,3172,20331.96567446567
Barkingside,Bethnal Green,26,1301,4660,16386.501092522005
Barkingside,Blackfriars,5,1301,10849,20366.79757077458
Barkingside,Bond Street,19,1301,20967,23864.906131080552
Barkingside,Borough,5,1301,3254,20530.364090813862
Barkingside,Bow Road,2,1301,1193,15019.011455928532
Barkingside,Brixton,2,1301,5084,25976.992396282792
Barkingside,Bromley-by-Bow,5,1301,1613,14474.8329559816
Barkingside,Camden Town,3,1301,6348,23811.832954330865
Barkingside,Canada Water,8,1301,20443,19342.44875390538
Barkingside,Canary Wharf,48,1301,58772,17071.75221771926
Barkingside,Canning Town,12,1301,15428,14957.668158940178
Barkingside,Chancery Lane,49,1301,15391,21073.71789021909
Barkingside,Charing Cross,2,1301,7016,22253.76319319787
Barkingside,Chigwell,0,1301,148,4501.974742751211
Barkingside,Clapham Common,2,1301,2020,25985.314225134567
Barkingside,Colindale,0,1301,2081,34208.64987687583
Barkingside,Colliers Wood,0,1301,865,31740.813606428223
Barkingside,Covent Garden,3,1301,4355,22272.142173918663
Barkingside,Dagenham Heathway,0,1301,1108,23958.695466675137
Barkingside,Debden,6,1301,865,14304.265080482086
Barkingside,Dollis Hill,1,1301,847,29997.134345189064
Barkingside,Ealing Broadway,2,1301,4846,36741.43185425544
Barkingside,Earl's Court,3,1301,6613,27860.84733696915
Barkingside,East Acton,1,1301,1505,32132.51559634987
Barkingside,East Ham,2,1301,2062,16813.74737687777
Barkingside,Edgware,0,1301,772,37033.20160543317
Barkingside,Edgware Road,2,1301,6868,25095.963181131818
Barkingside,Elephant & Castle,7,1301,6427,21351.504243016614
Barkingside,Embankment,3,1301,10220,21913.432372739095
Barkingside,Epping,1,1301,498,20251.859926025794
Barkingside,Euston,5,1301,16800,22438.23414415788
Barkingside,Euston Square,6,1301,8093,22614.343150101653
Barkingside,Fairlop,0,1301,182,1168.7298360119833
Barkingside,Farringdon,12,1301,25592,19889.82492719583
Barkingside,Finchley Central,1,1301,1921,32557.717716845116
Barkingside,Finchley Road,0,1301,3417,27306.079951009444
Barkingside,Finsbury Park,2,1301,6769,21050.355421190292
Barkingside,Fulham Broadway,1,1301,4200,29370.998405141032
Barkingside,Gants Hill,7,1301,601,3488.3115425601504
Barkingside,Gloucester Road,4,1301,5194,26950.726123120065
Barkingside,Golders Green,2,1301,1871,29407.44005209972
Barkingside,Goodge Street,1,1301,6457,23080.73563015278
Barkingside,Grange Hill,0,1301,76,3155.062012129554
Barkingside,Great Portland Street,4,1301,6936,23234.30336836115
Barkingside,Green Park,8,1301,26754,23603.197719751533
Barkingside,Greenford,0,1301,1157,39593.64859734579
Barkingside,Gunnersbury,0,1301,4775,33960.95220291654
Barkingside,Hainault,3,1301,356,2047.413402155405
Barkingside,Hammersmith,8,1301,18250,30259.4774882519
Barkingside,Hanger Lane,1,1301,1493,35767.328261359595
Barkingside,Harrow-on-the-Hill,1,1301,3019,37591.88411954928
Barkingside,Heathrow Terminals 2 & 3,0,1301,2406,49117.21472446619
Barkingside,Hendon Central,2,1301,1878,32056.136497892698
Barkingside,High Street Kensington,2,1301,5427,27955.844909343712
Barkingside,Highbury & Islington,0,1301,25385,18993.01146074963
Barkingside,Holborn,41,1301,22346,21639.201602595833
Barkingside,Holland Park,0,1301,2063,27963.150565920583
Barkingside,Holloway Road,1,1301,1696,22489.817250305136
Barkingside,Hounslow West,0,1301,401,43900.99011742819
Barkingside,Hyde Park Corner,1,1301,2410,24383.087020018353
Barkingside,Kentish Town,2,1301,3404,25089.798597099878
Barkingside,Kew Gardens,0,1301,792,35741.23312186453
Barkingside,Kilburn,0,1301,1953,27565.96703355909
Barkingside,King's Cross St. Pancras,16,1301,33330,21574.8644704063
Barkingside,Knightsbridge,6,1301,6821,24967.040608318322
Barkingside,Lambeth North,0,1301,1319,22245.685352438304
Barkingside,Lancaster Gate,8,1301,1820,25766.944550609278
Barkingside,Leicester Square,2,1301,8847,22637.673473000938
Barkingside,Leyton,12,1301,1447,9457.734972251466
Barkingside,Leytonstone,21,1301,1844,7793.891411959982
Barkingside,Liverpool Street,111,1301,61122,18287.53916865677
Barkingside,London Bridge,28,1301,29930,20015.770223551917
Barkingside,Loughton,1,1301,655,12252.147990567017
Barkingside,Marble Arch,12,1301,6145,24548.342365848832
Barkingside,Marylebone,2,1301,4250,24599.421139461454
Barkingside,Mile End,19,1301,3759,14394.079290032541
Barkingside,Moorgate,1,1301,24574,18721.626617259102
Barkingside,Morden,0,1301,1447,34352.52805297994
Barkingside,Mornington Crescent,1,1301,2927,23221.62274151495
Barkingside,Neasden,1,1301,732,30782.717358943846
Barkingside,Newbury Park,15,1301,559,1130.5544216561539
Barkingside,North Acton,1,1301,3168,33313.03491269219
Barkingside,North Greenwich,8,1301,6276,16757.610937032412
Barkingside,Northwick Park,1,1301,1713,36288.7522621246
Barkingside,Notting Hill Gate,2,1301,5490,27263.41710295098
Barkingside,Old Street,8,1301,15897,19575.14633600409
Barkingside,Oval,1,1301,2544,23106.23031657997
Barkingside,Oxford Circus,29,1301,44368,23310.56556578992
Barkingside,Paddington,6,1301,20198,25884.594457977586
Barkingside,Parsons Green,0,1301,2711,30073.336736569137
Barkingside,Piccadilly Circus,5,1301,13641,22825.571632946336
Barkingside,Pimlico,1,1301,5585,25260.28940975334
Barkingside,Plaistow,1,1301,1049,14192.422906865406
Barkingside,Putney Bridge,0,1301,2494,31067.799085885657
Barkingside,Queen's Park,0,1301,2167,28310.537865904396
Barkingside,Queensway,3,1301,1882,26625.094172070952
Barkingside,Redbridge,3,1301,198,4946.055304187174
Barkingside,Regent's Park,2,1301,3364,24288.616193815
Barkingside,Richmond,0,1301,5397,37909.396385944165
Barkingside,Roding Valley,1,1301,84,6690.634108491318
Barkingside,Russell Square,4,1301,5172,22345.63591781073
Barkingside,Shepherd's Bush,10,1301,9890,28874.829987205736
Barkingside,Sloane Square,2,1301,8229,25026.17027207866
Barkingside,Snaresbrook,1,1301,512,9452.042029466931
Barkingside,South Kensington,11,1301,15325,26199.392643680094
Barkingside,South Wimbledon,0,1301,1361,32819.28174242205
Barkingside,South Woodford,4,1301,766,9795.019157330174
Barkingside,Southwark,5,1301,10326,21114.11930865442
Barkingside,St. James's Park,13,1301,13339,23083.105662530892
Barkingside,St. John's Wood,2,1301,3982,26200.05290659574
Barkingside,St. Paul's,54,1301,13446,19978.566693287125
Barkingside,Stanmore,0,1301,983,40411.62690899681
Barkingside,Stepney Green,4,1301,1879,15423.35166730329
Barkingside,Stockwell,0,1301,1623,24390.254854981027
Barkingside,Stratford,211,1301,55954,11589.077898175768
Barkingside,Swiss Cottage,1,1301,2598,27169.993199400753
Barkingside,Temple,1,1301,6780,21118.838370177833
Barkingside,Tooting Broadway,1,1301,4506,30460.393922641713
Barkingside,Tottenham Court Road,27,1301,19126,22436.26326015627
Barkingside,Tower Hill,11,1301,8286,18306.083904015522
Barkingside,Upminster,0,1301,1132,30879.533950822602
Barkingside,Upton Park,3,1301,1642,15513.501550297295
Barkingside,Uxbridge,1,1301,4316,48876.831961596
Barkingside,Vauxhall,12,1301,16242,25897.110564490387
Barkingside,Victoria,24,1301,33251,23860.41125884994
Barkingside,Wanstead,9,1301,419,6126.440860561276
Barkingside,Warren Street,3,1301,17309,22984.435346042064
Barkingside,Warwick Avenue,1,1301,1174,26817.22039780197
Barkingside,Waterloo,30,1301,23466,21671.996296263274
Barkingside,Wembley Park,2,1301,5759,33135.88329713963
Barkingside,West Brompton,3,1301,5859,28428.236528732363
Barkingside,West Ham,1,1301,5487,13262.587413306825
Barkingside,Westminster,10,1301,15466,22522.356322624164
Barkingside,White City,7,1301,5966,30175.331080465337
Barkingside,Whitechapel,45,1301,17633,16503.515850797812
Barkingside,Wood Green,1,1301,2146,25418.954032262605
Barkingside,Woodford,2,1301,706,8083.064241317144
Barons Court,Acton Town,28,4052,2202,5270.531026021286
Barons Court,Aldgate,1,4052,7782,11673.520790302562
Barons Court,Aldgate East,31,4052,7932,11915.567977591305
Barons Court,Alperton,10,4052,741,10243.618969552128
Barons Court,Amersham,0,4052,256,42726.12321838735
Barons Court,Angel,22,4052,8103,10581.081483787906
Barons Court,Archway,3,4052,2193,12947.094662291032
Barons Court,Arnos Grove,0,4052,748,20718.501416404844
Barons Court,Arsenal,2,4052,315,12717.469707322716
Barons Court,Baker Street,18,4052,14973,8238.64464770398
Barons Court,Balham,2,4052,3814,13257.30846090636
Barons Court,Bank and Monument,106,4052,78549,10236.603549924914
Barons Court,Barbican,10,4052,9134,11719.671144356698
Barons Court,Barking,3,4052,7004,23807.74111569911
Barons Court,Barkingside,0,4052,262,29365.64540233124
Barons Court,Bayswater,2,4052,615,4516.351952637752
Barons Court,Becontree,0,4052,456,27102.193501396294
Barons Court,Belsize Park,4,4052,2255,11942.86998597308
Barons Court,Bermondsey,9,4052,3172,11536.251659109363
Barons Court,Bethnal Green,5,4052,4660,13486.398235580584
Barons Court,Blackfriars,83,4052,10849,9067.311114727985
Barons Court,Blackhorse Road,0,4052,2955,19463.855689339536
Barons Court,Bond Street,47,4052,20967,6979.823278911643
Barons Court,Borough,2,4052,3254,9963.018987949014
Barons Court,Boston Manor,20,4052,892,8782.26767597509
Barons Court,Bounds Green,0,4052,778,19364.258926028637
Barons Court,Bow Road,1,4052,1193,15613.27077305843
Barons Court,Brent Cross,0,4052,450,17021.68810056656
Barons Court,Brixton,8,4052,5084,10824.033798503453
Barons Court,Bromley-by-Bow,3,4052,1613,16622.040682420295
Barons Court,Buckhurst Hill,0,4052,228,28591.28960608164
Barons Court,Burnt Oak,0,4052,649,21614.230871717413
Barons Court,Caledonian Road,6,4052,1803,11435.463128457817
Barons Court,Camden Town,14,4052,6348,9910.99189947875
Barons Court,Canada Water,8,4052,20443,12525.768579669653
Barons Court,Canary Wharf,127,4052,58772,15127.634856162269
Barons Court,Canning Town,3,4052,15428,17671.823460661028
Barons Court,Cannon Street,45,4052,4698,9975.754117002283
Barons Court,Canons Park,0,4052,526,24621.363433694143
Barons Court,Chalk Farm,2,4052,1329,10904.769046485433
Barons Court,Chancery Lane,36,4052,15391,8547.18404110789
Barons Court,Charing Cross,2,4052,7016,7180.345492304696
Barons Court,Chiswick Park,25,4052,1517,3998.3617836932817
Barons Court,Clapham Common,1,4052,2020,10832.355627355228
Barons Court,Clapham North,0,4052,1238,10189.598135976827
Barons Court,Clapham South,1,4052,1513,12084.67386009005
Barons Court,Cockfosters,2,4052,262,25907.273203534787
Barons Court,Colindale,2,4052,2081,20307.808822023715
Barons Court,Colliers Wood,0,4052,865,16587.855008648887
Barons Court,Covent Garden,61,4052,4355,7348.7597574083175
Barons Court,Dagenham East,0,4052,649,29809.622067512923
Barons Court,Dagenham Heathway,0,4052,1108,28530.394278463384
Barons Court,Debden,0,4052,865,32478.8810991242
Barons Court,Dollis Hill,0,4052,847,15626.540346132057
Barons Court,Ealing Broadway,59,4052,4846,7862.450938113297
Barons Court,Ealing Common,16,4052,915,6297.153855158999
Barons Court,Earl's Court,33,4052,6613,1504.7980653620925
Barons Court,East Acton,0,4052,1505,7307.904988971926
Barons Court,East Finchley,1,4052,1253,16286.320116716335
Barons Court,East Ham,0,4052,2062,21385.446188666017
Barons Court,East Putney,5,4052,1877,5770.315404549143
Barons Court,Eastcote,0,4052,364,18631.409609975843
Barons Court,Edgware,0,4052,772,23132.360550581056
Barons Court,Edgware Road,9,4052,6868,7203.804280239451
Barons Court,Elephant & Castle,11,4052,6427,9263.058444546596
Barons Court,Elm Park,0,4052,269,32105.41042389602
Barons Court,Embankment,34,4052,10220,7520.676312763468
Barons Court,Epping,0,4052,498,38426.47594466791
Barons Court,Euston,23,4052,16800,8537.393089305764
Barons Court,Euston Square,2,4052,8093,9685.424311269615
